Time	Key	Button	Event
267.690881     	e              	E              	+0000045
267.771691     	e              	E              	-0000045
269.562874     	=              	s1             	+0000015
269.611745     	=              	s1             	-0000015
271.275355     	shift          	Shift_l        	+0000070
271.659274     	<              	s7             	+0000014
271.723132     	<              	s7             	-0000014
271.850791     	shift          	Shift_l        	-0000070
274.027536     	shift          	Shift_l        	+0000071
274.530058     	shift          	Shift_l        	+0000072
274.561945     	shift          	Shift_l        	+0000073
274.592853     	shift          	Shift_l        	+0000074
274.622774     	shift          	Shift_l        	+0000075
274.653691     	shift          	Shift_l        	+0000076
274.685607     	shift          	Shift_l        	+0000077
274.716524     	shift          	Shift_l        	+0000078
274.763399     	shift          	Shift_l        	+0000079
274.795314     	shift          	Shift_l        	+0000080
274.827228     	shift          	Shift_l        	+0000081
274.859149     	shift          	Shift_l        	+0000082
274.889062     	shift          	Shift_l        	+0000083
274.920978     	shift          	Shift_l        	+0000084
274.953906     	shift          	Shift_l        	+0000085
274.984806     	shift          	Shift_l        	+0000086
275.016721     	shift          	Shift_l        	+0000087
275.047638     	shift          	Shift_l        	+0000088
275.079553     	shift          	Shift_l        	+0000089
275.126427     	shift          	Shift_l        	+0000090
275.158341     	shift          	Shift_l        	+0000091
275.163338     	:              	s4             	+0000008
275.275030     	:              	s4             	-0000008
275.483473     	shift          	Shift_l        	-0000091
276.035001     	backspace      	BckSpc         	+0000035
276.082872     	backspace      	BckSpc         	-0000035
276.243441     	shift          	Shift_l        	+0000092
276.387058     	~              	Tilde          	+0000001
276.450886     	~              	Tilde          	-0000001
276.643373     	+              	s1             	+0000016
276.691277     	+              	s1             	-0000016
276.898691     	shift          	Shift_l        	-0000092
277.411326     	backspace      	BckSpc         	+0000036
277.459190     	backspace      	BckSpc         	-0000036
277.538993     	backspace      	BckSpc         	+0000037
277.602842     	backspace      	BckSpc         	-0000037
277.843198     	shift          	Shift_l        	+0000093
277.986780     	~              	Tilde          	+0000002
278.067564     	~              	Tilde          	-0000002
278.435587     	shift          	Shift_l        	-0000093
278.674942     	backspace      	BckSpc         	+0000038
278.722844     	backspace      	BckSpc         	-0000038
279.034979     	shift          	Shift_l        	+0000094
279.115762     	:              	s4             	+0000009
279.195553     	:              	s4             	-0000009
279.307251     	shift          	Shift_l        	-0000094
280.747434     	backspace      	BckSpc         	+0000039
280.795272     	backspace      	BckSpc         	-0000039
285.651289     	shift          	Shift_l        	+0000095
285.667246     	"              	s5             	+0000020
285.762990     	"              	s5             	-0000020
285.810862     	shift          	Shift_l        	-0000095
287.666932     	k              	K              	+0000010
287.731726     	k              	K              	-0000010
287.763642     	e              	E              	+0000046
287.811514     	e              	E              	-0000046
289.115061     	y              	Y              	+0000016
289.162935     	y              	Y              	-0000016
289.403275     	b              	B              	+0000012
289.499037     	b              	B              	-0000012
289.579785     	o              	O              	+0000018
289.627658     	o              	O              	-0000018
289.675546     	a              	A              	+0000024
289.787232     	a              	A              	-0000024
289.851095     	r              	R              	+0000024
289.946804     	r              	R              	-0000024
290.371668     	d              	D              	+0000010
290.419551     	d              	D              	-0000010
290.499379     	shift          	Shift_l        	+0000096
290.691812     	T              	T              	+0000028
290.787557     	T              	T              	-0000028
290.794575     	shift          	Shift_l        	-0000096
290.899276     	y              	Y              	+0000017
290.979045     	y              	Y              	-0000017
291.410891     	p              	P              	+0000010
291.475718     	p              	P              	-0000010
291.491679     	e              	E              	+0000047
291.587424     	e              	E              	-0000047
292.258623     	shift          	Shift_l        	+0000097
292.707441     	shift          	Shift_l        	-0000097
293.211109     	shift          	Shift_l        	+0000098
293.306855     	+              	s1             	+0000017
293.371664     	+              	s1             	-0000017
293.451442     	shift          	Shift_l        	-0000098
296.019461     	left           	aLeft          	+0000024
296.084279     	left           	aLeft          	-0000024
296.195017     	left           	aLeft          	+0000025
296.226898     	left           	aLeft          	-0000025
297.187382     	right          	aRight         	+0000013
297.251488     	right          	aRight         	-0000013
297.523665     	left           	aLeft          	+0000026
297.571774     	left           	aLeft          	-0000026
297.666805     	left           	aLeft          	+0000027
297.715082     	left           	aLeft          	-0000027
297.795581     	left           	aLeft          	+0000028
297.859377     	left           	aLeft          	-0000028
297.939280     	left           	aLeft          	+0000029
297.987164     	left           	aLeft          	-0000029
298.082896     	left           	aLeft          	+0000030
298.130768     	left           	aLeft          	-0000030
298.210555     	left           	aLeft          	+0000031
298.275392     	left           	aLeft          	-0000031
298.355173     	left           	aLeft          	+0000032
298.418998     	left           	aLeft          	-0000032
298.514743     	left           	aLeft          	+0000033
298.562614     	left           	aLeft          	-0000033
298.659355     	left           	aLeft          	+0000034
298.707228     	left           	aLeft          	-0000034
298.803282     	left           	aLeft          	+0000035
298.867350     	left           	aLeft          	-0000035
298.947444     	left           	aLeft          	+0000036
298.995531     	left           	aLeft          	-0000036
299.091448     	left           	aLeft          	+0000037
299.171264     	left           	aLeft          	-0000037
299.739386     	shift          	Shift_l        	+0000099
299.803658     	+              	s1             	+0000018
299.883634     	+              	s1             	-0000018
299.930998     	shift          	Shift_l        	-0000099
300.299379     	right          	aRight         	+0000014
300.379384     	right          	aRight         	-0000014
300.891463     	right          	aRight         	+0000015
300.955623     	right          	aRight         	-0000015
302.068397     	'              	s5             	+0000021
302.131362     	'              	s5             	-0000021
304.466892     	backspace      	BckSpc         	+0000040
304.515074     	backspace      	BckSpc         	-0000040
304.723663     	shift          	Shift_l        	+0000100
304.883664     	"              	s5             	+0000022
304.964035     	"              	s5             	-0000022
