Time	Key	Button	Event
228.987444     	shift          	Shift_l        	+0000084
229.018549     	shift          	Shift_l        	+0000085
229.048927     	shift          	Shift_l        	+0000086
229.079960     	shift          	Shift_l        	+0000087
229.127440     	shift          	Shift_l        	+0000088
229.140144     	(              	9              	+0000001
229.203970     	(              	9              	-0000001
229.364048     	shift          	Shift_l        	-0000088
229.539793     	s              	S              	+0000013
229.651466     	e              	E              	+0000014
229.667528     	s              	S              	-0000013
229.731356     	e              	E              	-0000014
229.844027     	l              	L              	+0000017
229.875943     	l              	L              	-0000017
229.923553     	f              	F              	+0000009
229.987415     	f              	F              	-0000009
230.572107     	/              	s9             	+0000002
230.651617     	/              	s9             	-0000002
231.331951     	backspace      	BckSpc         	+0000024
231.395262     	backspace      	BckSpc         	-0000024
232.572090     	.              	s8             	+0000004
232.635859     	.              	s8             	-0000004
233.339975     	shift          	Shift_l        	+0000089
233.842092     	shift          	Shift_l        	+0000090
233.888339     	shift          	Shift_l        	+0000091
233.918893     	shift          	Shift_l        	+0000092
233.950073     	shift          	Shift_l        	+0000093
233.982075     	shift          	Shift_l        	+0000094
234.011901     	shift          	Shift_l        	+0000095
234.044044     	shift          	Shift_l        	+0000096
234.075282     	shift          	Shift_l        	+0000097
234.106449     	shift          	Shift_l        	+0000098
234.152217     	shift          	Shift_l        	+0000099
234.183794     	shift          	Shift_l        	+0000100
234.213982     	shift          	Shift_l        	+0000101
234.245194     	shift          	Shift_l        	+0000102
234.276442     	shift          	Shift_l        	+0000103
234.308193     	shift          	Shift_l        	+0000104
234.339326     	shift          	Shift_l        	+0000105
234.369516     	shift          	Shift_l        	+0000106
234.402081     	shift          	Shift_l        	+0000107
234.447317     	shift          	Shift_l        	+0000108
234.479241     	shift          	Shift_l        	+0000109
234.511087     	shift          	Shift_l        	+0000110
234.515845     	shift          	Shift_l        	-0000110
234.531945     	shift          	Shift_l        	+0000111
234.900947     	_              	s0             	+0000006
234.980242     	_              	s0             	-0000006
235.043853     	shift          	Shift_l        	-0000111
235.411619     	shift          	Shift_l        	+0000112
235.508235     	K              	K              	+0000004
235.555971     	K              	K              	-0000004
235.636036     	shift          	Shift_l        	-0000112
237.588123     	shift          	Shift_l        	+0000113
238.003819     	}              	s3             	+0000008
238.067851     	}              	s3             	-0000008
238.131775     	shift          	Shift_l        	-0000113
239.067855     	backspace      	BckSpc         	+0000025
239.164318     	backspace      	BckSpc         	-0000025
239.531896     	shift          	Shift_l        	+0000114
239.867927     	)              	0              	+0000003
239.964340     	)              	0              	-0000003
239.979992     	shift          	Shift_l        	-0000114
242.212092     	[              	s2             	+0000012
242.244427     	[              	s2             	-0000012
243.859975     	-              	s0             	+0000007
243.907603     	-              	s0             	-0000007
243.956227     	1              	1              	+0000006
244.020342     	1              	1              	-0000006
244.747865     	]              	s3             	+0000009
244.844072     	]              	s3             	-0000009
248.396041     	[              	s2             	+0000013
248.443830     	[              	s2             	-0000013
249.395857     	'              	s5             	+0000042
249.491950     	'              	s5             	-0000042
249.843835     	g              	G              	+0000005
249.891936     	g              	G              	-0000005
249.955668     	r              	R              	+0000009
250.115829     	a              	A              	+0000008
250.124708     	r              	R              	-0000009
250.227993     	a              	A              	-0000008
250.275858     	p              	P              	+0000003
250.388308     	p              	P              	-0000003
250.547776     	h              	H              	+0000005
250.628245     	h              	H              	-0000005
250.635866     	o              	O              	+0000013
250.660484     	o              	O              	-0000013
250.691636     	c              	C              	+0000012
250.787860     	s              	S              	+0000014
250.803838     	c              	C              	-0000012
250.900114     	s              	S              	-0000014
251.435862     	backspace      	BckSpc         	+0000026
251.483836     	backspace      	BckSpc         	-0000026
251.564327     	backspace      	BckSpc         	+0000027
251.628053     	backspace      	BckSpc         	-0000027
251.715853     	backspace      	BckSpc         	+0000028
251.763827     	backspace      	BckSpc         	-0000028
252.299980     	i              	I              	+0000005
252.348265     	i              	I              	-0000005
252.379976     	c              	C              	+0000013
252.459963     	s              	S              	+0000015
252.475845     	c              	C              	-0000013
252.556029     	s              	S              	-0000015
253.787727     	'              	s5             	+0000043
253.852088     	'              	s5             	-0000043
260.004054     	]              	s3             	+0000010
260.083831     	]              	s3             	-0000010
260.411934     	[              	s2             	+0000014
260.456219     	[              	s2             	-0000014
261.123518     	'              	s5             	+0000044
261.172022     	'              	s5             	-0000044
261.580103     	y              	Y              	+0000006
261.643569     	y              	Y              	-0000006
261.819426     	]              	s3             	+0000011
261.900188     	]              	s3             	-0000011
264.612089     	shift          	Shift_l        	+0000115
264.948704     	+              	s1             	+0000003
265.012087     	+              	s1             	-0000003
265.123282     	shift          	Shift_l        	-0000115
268.868200     	s              	S              	+0000016
268.963830     	s              	S              	-0000016
268.972090     	e              	E              	+0000015
269.027868     	e              	E              	-0000015
269.107868     	l              	L              	+0000018
269.155869     	l              	L              	-0000018
269.172092     	f              	F              	+0000010
269.237091     	f              	F              	-0000010
270.659980     	.              	s8             	+0000005
270.707862     	.              	s8             	-0000005
273.131901     	shift          	Shift_l        	+0000116
273.276659     	_              	s0             	+0000008
273.339968     	_              	s0             	-0000008
273.389766     	shift          	Shift_l        	-0000116
273.892084     	shift          	Shift_l        	+0000117
274.052086     	K              	K              	+0000005
274.115848     	K              	K              	-0000005
274.163840     	shift          	Shift_l        	-0000117
275.643841     	[              	s2             	+0000015
275.739958     	[              	s2             	-0000015
276.131944     	l              	L              	+0000019
276.180742     	l              	L              	-0000019
276.292366     	i              	I              	+0000006
276.355874     	i              	I              	-0000006
276.435870     	s              	S              	+0000017
276.515866     	s              	S              	-0000017
276.595871     	t              	T              	+0000002
276.675869     	t              	T              	-0000002
276.987863     	shift          	Shift_l        	+0000118
277.132049     	(              	9              	+0000002
277.195866     	(              	9              	-0000002
277.211937     	shift          	Shift_l        	-0000118
278.548869     	s              	S              	+0000018
278.660108     	s              	S              	-0000018
278.676065     	e              	E              	+0000016
278.739908     	e              	E              	-0000016
279.835875     	f              	F              	+0000011
279.900086     	f              	F              	-0000011
281.046275     	backspace      	BckSpc         	+0000029
281.099983     	backspace      	BckSpc         	-0000029
281.380773     	l              	L              	+0000020
281.427838     	l              	L              	-0000020
281.443842     	f              	F              	+0000012
281.523840     	f              	F              	-0000012
283.147901     	.              	s8             	+0000006
283.179910     	.              	s8             	-0000006
284.099968     	shift          	Shift_l        	+0000119
284.267875     	_              	s0             	+0000009
284.348021     	_              	s0             	-0000009
284.379981     	shift          	Shift_l        	-0000119
284.587873     	shift          	Shift_l        	+0000120
284.955876     	K              	K              	+0000006
285.052700     	K              	K              	-0000006
285.131972     	shift          	Shift_l        	-0000120
289.956042     	shift          	Shift_l        	+0000121
290.465115     	shift          	Shift_l        	+0000122
290.496215     	shift          	Shift_l        	+0000123
290.527645     	shift          	Shift_l        	+0000124
290.559350     	shift          	Shift_l        	+0000125
290.590546     	shift          	Shift_l        	+0000126
290.622099     	shift          	Shift_l        	+0000127
290.668434     	shift          	Shift_l        	+0000128
290.701086     	shift          	Shift_l        	+0000129
290.731195     	shift          	Shift_l        	+0000130
290.761671     	shift          	Shift_l        	+0000131
290.793049     	shift          	Shift_l        	+0000132
290.824161     	shift          	Shift_l        	+0000133
290.856349     	shift          	Shift_l        	+0000134
290.887552     	shift          	Shift_l        	+0000135
290.918450     	shift          	Shift_l        	+0000136
290.965182     	shift          	Shift_l        	+0000137
290.995935     	shift          	Shift_l        	+0000138
291.026034     	shift          	Shift_l        	+0000139
291.057443     	shift          	Shift_l        	+0000140
291.088605     	shift          	Shift_l        	+0000141
291.119482     	shift          	Shift_l        	+0000142
291.149760     	shift          	Shift_l        	+0000143
291.182078     	shift          	Shift_l        	+0000144
291.228920     	shift          	Shift_l        	+0000145
291.260666     	shift          	Shift_l        	+0000146
291.291082     	shift          	Shift_l        	+0000147
291.321201     	shift          	Shift_l        	+0000148
291.352037     	shift          	Shift_l        	+0000149
291.383163     	shift          	Shift_l        	+0000150
291.395869     	}              	s3             	+0000012
291.443960     	}              	s3             	-0000012
291.939969     	shift          	Shift_l        	-0000150
292.259975     	backspace      	BckSpc         	+0000030
292.372026     	backspace      	BckSpc         	-0000030
292.588040     	shift          	Shift_l        	+0000151
292.940468     	)              	0              	+0000004
293.003783     	)              	0              	-0000004
293.068463     	shift          	Shift_l        	-0000151
295.356892     	[              	s2             	+0000016
295.403832     	[              	s2             	-0000016
296.451808     	shift          	Shift_l        	+0000152
296.547874     	_              	s0             	+0000010
296.579930     	_              	s0             	-0000010
296.620210     	shift          	Shift_l        	-0000152
296.859982     	1              	1              	+0000007
296.956446     	1              	1              	-0000007
297.635874     	backspace      	BckSpc         	+0000031
297.684296     	backspace      	BckSpc         	-0000031
297.779373     	backspace      	BckSpc         	+0000032
297.843842     	backspace      	BckSpc         	-0000032
298.259983     	-              	s0             	+0000011
298.324047     	-              	s0             	-0000011
298.763846     	1              	1              	+0000008
298.811934     	1              	1              	-0000008
299.403849     	]              	s3             	+0000013
299.483846     	]              	s3             	-0000013
301.523950     	]              	s3             	+0000014
301.587876     	]              	s3             	-0000014
302.747878     	[              	s2             	+0000017
302.827875     	[              	s2             	-0000017
303.995869     	'              	s5             	+0000045
304.092069     	'              	s5             	-0000045
304.411934     	g              	G              	+0000006
304.476826     	g              	G              	-0000006
304.524022     	r              	R              	+0000010
304.635857     	r              	R              	-0000010
304.667864     	a              	A              	+0000009
304.780230     	a              	A              	-0000009
306.275627     	p              	P              	+0000004
306.339457     	p              	P              	-0000004
307.196028     	h              	H              	+0000006
307.243734     	i              	I              	+0000007
307.259993     	h              	H              	-0000006
307.276535     	c              	C              	+0000014
307.308068     	i              	I              	-0000007
307.371935     	s              	S              	+0000019
307.404044     	c              	C              	-0000014
307.467880     	s              	S              	-0000019
308.091771     	'              	s5             	+0000046
308.203984     	'              	s5             	-0000046
311.971950     	]              	s3             	+0000015
312.068649     	]              	s3             	-0000015
312.675880     	[              	s2             	+0000018
312.756402     	[              	s2             	-0000018
313.060540     	'              	s5             	+0000047
313.188164     	'              	s5             	-0000047
314.027879     	y              	Y              	+0000007
314.092074     	y              	Y              	-0000007
314.572396     	]              	s3             	+0000016
314.635872     	]              	s3             	-0000016
315.572093     	backspace      	BckSpc         	+0000033
315.635875     	backspace      	BckSpc         	-0000033
316.155875     	'              	s5             	+0000048
316.203848     	'              	s5             	-0000048
316.379969     	]              	s3             	+0000017
316.412076     	]              	s3             	-0000017
319.259896     	left           	aLeft          	+0000005
319.307880     	left           	aLeft          	-0000005
319.403848     	left           	aLeft          	+0000006
319.451892     	left           	aLeft          	-0000006
319.516207     	left           	aLeft          	+0000007
319.579479     	left           	aLeft          	-0000007
320.155880     	d              	D              	+0000006
320.203822     	d              	D              	-0000006
320.268178     	right          	aRight         	+0000005
320.332084     	right          	aRight         	-0000005
320.427334     	right          	aRight         	+0000006
320.476285     	right          	aRight         	-0000006
320.549244     	right          	aRight         	+0000007
320.629314     	right          	aRight         	-0000007
323.019971     	shift          	Shift_l        	+0000153
323.131829     	+              	s1             	+0000004
323.179984     	+              	s1             	-0000004
323.307844     	shift          	Shift_l        	-0000153
324.124009     	1              	1              	+0000009
324.219983     	1              	1              	-0000009
325.596533     	,              	s7             	+0000012
325.659485     	,              	s7             	-0000012
325.723462     	space          	Space          	+0000019
325.819253     	space          	Space          	-0000019
326.812210     	'              	s5             	+0000049
326.860532     	'              	s5             	-0000049
326.939337     	'              	s5             	+0000050
327.035381     	'              	s5             	-0000050
327.443854     	backspace      	BckSpc         	+0000034
327.508227     	backspace      	BckSpc         	-0000034
328.060660     	z              	Z              	+0000003
328.107882     	z              	Z              	-0000003
328.219981     	;              	s4             	+0000022
328.300171     	;              	s4             	-0000022
329.283856     	backspace      	BckSpc         	+0000035
329.332190     	backspace      	BckSpc         	-0000035
330.252085     	'              	s5             	+0000051
330.332405     	'              	s5             	-0000051
331.427881     	shift          	Shift_l        	+0000154
331.935287     	shift          	Shift_l        	+0000155
331.966448     	shift          	Shift_l        	+0000156
331.996666     	shift          	Shift_l        	+0000157
332.028440     	shift          	Shift_l        	+0000158
332.074110     	shift          	Shift_l        	+0000159
332.105421     	shift          	Shift_l        	+0000160
332.136321     	shift          	Shift_l        	+0000161
332.167432     	shift          	Shift_l        	+0000162
332.195852     	:              	s4             	+0000023
332.259977     	:              	s4             	-0000023
332.388338     	shift          	Shift_l        	-0000162
334.875884     	0              	0              	+0000005
334.955882     	0              	0              	-0000005
336.412039     	,              	s7             	+0000013
336.475888     	,              	s7             	-0000013
336.652062     	space          	Space          	+0000020
336.709237     	space          	Space          	-0000020
337.659935     	'              	s5             	+0000052
337.756451     	'              	s5             	-0000052
338.396314     	d              	D              	+0000007
338.508300     	z              	Z              	+0000004
338.524254     	d              	D              	-0000007
338.603848     	z              	Z              	-0000004
339.212097     	backspace      	BckSpc         	+0000036
339.291965     	backspace      	BckSpc         	-0000036
340.435887     	x              	X              	+0000007
340.525169     	x              	X              	-0000007
341.683961     	'              	s5             	+0000053
341.779627     	'              	s5             	-0000053
343.019273     	;              	s4             	+0000024
343.027259     	shift          	Shift_l        	+0000163
343.036228     	:              	s4             	-0000024
343.132084     	:              	s4             	+0000025
343.195300     	:              	s4             	-0000025
343.292264     	shift          	Shift_l        	-0000163
343.772971     	backspace      	BckSpc         	+0000037
343.820233     	backspace      	BckSpc         	-0000037
343.932085     	backspace      	BckSpc         	+0000038
343.995886     	backspace      	BckSpc         	-0000038
344.187887     	shift          	Shift_l        	+0000164
344.693261     	shift          	Shift_l        	+0000165
344.725153     	shift          	Shift_l        	+0000166
344.757374     	shift          	Shift_l        	+0000167
344.788360     	shift          	Shift_l        	+0000168
344.834158     	shift          	Shift_l        	+0000169
344.866438     	shift          	Shift_l        	+0000170
344.896324     	shift          	Shift_l        	+0000171
344.928367     	shift          	Shift_l        	+0000172
344.939969     	:              	s4             	+0000026
345.003856     	:              	s4             	-0000026
345.116221     	shift          	Shift_l        	-0000172
346.819974     	1              	1              	+0000010
346.915889     	1              	1              	-0000010
348.276231     	,              	s7             	+0000014
348.324046     	,              	s7             	-0000014
348.387967     	space          	Space          	+0000021
348.467889     	space          	Space          	-0000021
350.132156     	'              	s5             	+0000054
350.211934     	'              	s5             	-0000054
350.627889     	d              	D              	+0000008
350.675957     	d              	D              	-0000008
351.004068     	z              	Z              	+0000005
351.084398     	z              	Z              	-0000005
351.163865     	'              	s5             	+0000055
351.275877     	'              	s5             	-0000055
352.211896     	shift          	Shift_l        	+0000173
352.292086     	:              	s4             	+0000027
352.371897     	:              	s4             	-0000027
352.404057     	shift          	Shift_l        	-0000173
353.843860     	1              	1              	+0000011
353.939968     	1              	1              	-0000011
355.435858     	,              	s7             	+0000015
355.499981     	,              	s7             	-0000015
355.612060     	space          	Space          	+0000022
355.707890     	space          	Space          	-0000022
356.035891     	'              	s5             	+0000056
356.099968     	'              	s5             	-0000056
356.323859     	e              	E              	+0000017
356.372072     	e              	E              	-0000017
356.531935     	d              	D              	+0000009
356.595890     	d              	D              	-0000009
356.756214     	g              	G              	+0000007
356.804041     	g              	G              	-0000007
356.820337     	e              	E              	+0000018
356.915881     	e              	E              	-0000018
357.252088     	c              	C              	+0000015
357.315882     	c              	C              	-0000015
357.363855     	o              	O              	+0000014
357.428367     	o              	O              	-0000014
357.540195     	l              	L              	+0000021
357.604053     	l              	L              	-0000021
357.683984     	o              	O              	+0000015
357.747511     	o              	O              	-0000015
357.755462     	t              	T              	+0000003
357.827347     	t              	T              	-0000003
359.163854     	backspace      	BckSpc         	+0000039
359.227884     	backspace      	BckSpc         	-0000039
359.356435     	r              	R              	+0000011
359.419713     	r              	R              	-0000011
359.779948     	backspace      	BckSpc         	+0000040
359.811867     	backspace      	BckSpc         	-0000040
360.607120     	r              	R              	+0000012
360.637113     	r              	R              	-0000012
360.688569     	'              	s5             	+0000057
360.768409     	'              	s5             	-0000057
361.619989     	shift          	Shift_l        	+0000174
361.715884     	:              	s4             	+0000028
361.779970     	:              	s4             	-0000028
361.795910     	shift          	Shift_l        	-0000174
362.595670     	e              	E              	+0000019
362.643508     	e              	E              	-0000019
362.899978     	d              	D              	+0000010
362.947885     	d              	D              	-0000010
363.139929     	g              	G              	+0000008
363.235875     	e              	E              	+0000020
363.243860     	g              	G              	-0000008
363.315882     	e              	E              	-0000020
363.539971     	c              	C              	+0000016
363.604543     	c              	C              	-0000016
363.668422     	o              	O              	+0000016
363.732324     	o              	O              	-0000016
363.892075     	l              	L              	+0000022
363.939969     	l              	L              	-0000022
364.019710     	o              	O              	+0000017
364.099980     	r              	R              	+0000013
364.107863     	o              	O              	-0000017
364.163863     	r              	R              	-0000013
371.035883     	,              	s7             	+0000016
371.099870     	,              	s7             	-0000016
372.379918     	space          	Space          	+0000023
372.443455     	space          	Space          	-0000023
372.955896     	'              	s5             	+0000058
373.019928     	'              	s5             	-0000058
373.212088     	f              	F              	+0000013
373.307895     	a              	A              	+0000010
373.339927     	f              	F              	-0000013
373.435894     	a              	A              	-0000010
373.547729     	c              	C              	+0000017
373.627558     	e              	E              	+0000021
373.675898     	c              	C              	-0000017
373.707894     	e              	E              	-0000021
373.867732     	l              	L              	+0000023
373.931534     	l              	L              	-0000023
374.987813     	backspace      	BckSpc         	+0000041
375.051894     	backspace      	BckSpc         	-0000041
375.212318     	c              	C              	+0000018
375.259979     	c              	C              	-0000018
375.355885     	o              	O              	+0000018
375.419978     	o              	O              	-0000018
375.547854     	l              	L              	+0000024
375.612971     	l              	L              	-0000024
375.692092     	o              	O              	+0000019
375.755880     	r              	R              	+0000014
375.763866     	o              	O              	-0000019
375.803860     	r              	R              	-0000014
376.723865     	'              	s5             	+0000059
376.803866     	'              	s5             	-0000059
376.867885     	shift          	Shift_l        	+0000175
377.140778     	:              	s4             	+0000029
377.252452     	:              	s4             	-0000029
377.332340     	shift          	Shift_l        	-0000175
378.420323     	f              	F              	+0000014
378.483868     	a              	A              	+0000011
378.516051     	f              	F              	-0000014
378.596077     	a              	A              	-0000011
378.675849     	c              	C              	+0000019
378.739938     	e              	E              	+0000022
378.787889     	c              	C              	-0000019
378.867889     	e              	E              	-0000022
379.092232     	c              	C              	+0000020
379.171942     	c              	C              	-0000020
379.299978     	o              	O              	+0000020
379.379732     	o              	O              	-0000020
379.523857     	l              	L              	+0000025
379.587886     	l              	L              	-0000025
379.668279     	o              	O              	+0000021
379.747885     	o              	O              	-0000021
379.755877     	r              	R              	+0000015
379.811920     	r              	R              	-0000015
385.235891     	j              	J              	+0000001
385.379981     	j              	J              	-0000001
385.875881     	backspace      	BckSpc         	+0000042
385.939976     	backspace      	BckSpc         	-0000042
387.067888     	,              	s7             	+0000017
387.131948     	,              	s7             	-0000017
387.812085     	space          	Space          	+0000024
387.875751     	space          	Space          	-0000024
388.379978     	'              	s5             	+0000060
388.460461     	'              	s5             	-0000060
388.652021     	a              	A              	+0000012
388.748724     	a              	A              	-0000012
389.756022     	l              	L              	+0000026
389.803921     	l              	L              	-0000026
390.739977     	p              	P              	+0000005
390.771894     	p              	P              	-0000005
391.076076     	h              	H              	+0000007
391.140391     	h              	H              	-0000007
391.156055     	a              	A              	+0000013
391.251938     	a              	A              	-0000013
391.563865     	;              	s4             	+0000030
391.659977     	;              	s4             	-0000030
392.379995     	backspace      	BckSpc         	+0000043
392.443858     	backspace      	BckSpc         	-0000043
393.068461     	'              	s5             	+0000061
393.147859     	'              	s5             	-0000061
393.860055     	shift          	Shift_l        	+0000176
394.362027     	shift          	Shift_l        	+0000177
394.394084     	shift          	Shift_l        	+0000178
394.440073     	shift          	Shift_l        	+0000179
394.471186     	shift          	Shift_l        	+0000180
394.475882     	:              	s4             	+0000031
394.524451     	:              	s4             	-0000031
394.619977     	shift          	Shift_l        	-0000180
398.347887     	space          	Space          	+0000025
398.427905     	space          	Space          	-0000025
398.507795     	a              	A              	+0000014
398.587887     	a              	A              	-0000014
398.843864     	l              	L              	+0000027
398.940241     	l              	L              	-0000027
399.219988     	p              	P              	+0000006
399.283864     	f              	F              	+0000015
399.299978     	p              	P              	-0000006
399.347977     	a              	A              	+0000015
399.363946     	f              	F              	-0000015
399.443866     	a              	A              	-0000015
400.076750     	backspace      	BckSpc         	+0000044
400.155857     	backspace      	BckSpc         	-0000044
400.235889     	backspace      	BckSpc         	+0000045
400.300015     	backspace      	BckSpc         	-0000045
400.995434     	backspace      	BckSpc         	+0000046
401.067820     	backspace      	BckSpc         	-0000046
401.435893     	f              	F              	+0000016
401.531942     	a              	A              	+0000016
401.540033     	f              	F              	-0000016
401.628433     	a              	A              	-0000016
402.947902     	shift          	Shift_l        	+0000181
403.324055     	}              	s3             	+0000018
403.403701     	}              	s3             	-0000018
406.956219     	shift          	Shift_l        	-0000181
408.804089     	,              	s7             	+0000018
408.851966     	,              	s7             	-0000018
408.916369     	space          	Space          	+0000026
408.979979     	space          	Space          	-0000026
410.203950     	'              	s5             	+0000062
410.299980     	'              	s5             	-0000062
410.555890     	v              	V              	+0000002
410.635869     	a              	A              	+0000017
410.684741     	v              	V              	-0000002
410.747892     	a              	A              	-0000017
410.875895     	l              	L              	+0000028
410.940048     	l              	L              	-0000028
411.051907     	u              	U              	+0000002
411.115887     	e              	E              	+0000023
411.123886     	u              	U              	-0000002
411.195904     	e              	E              	-0000023
411.779977     	'              	s5             	+0000063
411.876349     	'              	s5             	-0000063
412.979977     	;              	s4             	+0000032
412.987896     	shift          	Shift_l        	+0000182
413.060245     	:              	s4             	-0000032
413.076222     	shift          	Shift_l        	-0000182
414.019963     	backspace      	BckSpc         	+0000047
414.099972     	backspace      	BckSpc         	-0000047
414.820030     	shift          	Shift_l        	+0000183
415.329329     	shift          	Shift_l        	+0000184
415.361333     	shift          	Shift_l        	+0000185
415.365286     	L              	L              	+0000029
415.411653     	L              	L              	-0000029
415.987904     	shift          	Shift_l        	-0000185
416.099932     	backspace      	BckSpc         	+0000048
416.179981     	backspace      	BckSpc         	-0000048
416.307896     	shift          	Shift_l        	+0000186
416.787897     	:              	s4             	+0000033
416.915825     	:              	s4             	-0000033
417.187900     	shift          	Shift_l        	-0000186
418.124055     	space          	Space          	+0000027
418.203903     	space          	Space          	-0000027
420.179984     	shift          	Shift_l        	+0000187
420.387904     	{              	s2             	+0000019
420.419979     	}              	s3             	+0000019
420.467906     	{              	s2             	-0000019
420.531998     	}              	s3             	-0000019
420.770246     	shift          	Shift_l        	-0000187
422.372946     	shift          	Shift_l        	+0000188
422.820281     	}              	s3             	+0000020
422.915588     	}              	s3             	-0000020
423.220729     	shift          	Shift_l        	-0000188
425.115896     	enter          	Enter          	+0000002
425.275899     	enter          	Enter          	-0000002
432.859969     	i              	I              	+0000008
432.907912     	i              	I              	-0000008
432.939972     	f              	F              	+0000017
433.019850     	f              	F              	-0000017
433.795840     	shift          	Shift_l        	+0000189
433.955907     	(              	9              	+0000003
434.003884     	(              	9              	-0000003
434.084026     	shift          	Shift_l        	-0000189
434.804730     	q              	Q              	+0000001
434.867907     	q              	Q              	-0000001
435.404284     	w              	W              	+0000003
435.452089     	w              	W              	-0000003
435.659930     	e              	E              	+0000024
435.707908     	e              	E              	-0000024
436.044062     	r              	R              	+0000016
436.091937     	r              	R              	-0000016
436.267908     	t              	T              	+0000004
436.299932     	t              	T              	-0000004
436.731942     	y              	Y              	+0000008
436.779982     	y              	Y              	-0000008
438.380993     	shift          	Shift_l        	+0000190
438.523883     	)              	0              	+0000006
438.603838     	)              	0              	-0000006
438.619779     	shift          	Shift_l        	-0000190
441.948264     	s              	S              	+0000020
442.044007     	e              	E              	+0000025
442.051986     	s              	S              	-0000020
442.107849     	e              	E              	-0000025
442.347196     	l              	L              	+0000030
442.412031     	l              	L              	-0000030
442.443937     	f              	F              	+0000018
442.523724     	f              	F              	-0000018
443.211884     	.              	s8             	+0000007
443.259756     	.              	s8             	-0000007
443.307631     	shift          	Shift_l        	+0000191
443.451244     	_              	s0             	+0000012
443.483159     	_              	s0             	-0000012
443.563943     	shift          	Shift_l        	-0000191
448.307465     	s              	S              	+0000021
448.403208     	s              	S              	-0000021
448.411188     	e              	E              	+0000026
448.468036     	e              	E              	-0000026
448.563778     	l              	L              	+0000031
448.627609     	l              	L              	-0000031
448.955732     	f              	F              	+0000019
449.019562     	f              	F              	-0000019
449.131262     	shift          	Shift_l        	+0000192
449.291833     	_              	s0             	+0000013
449.387577     	_              	s0             	-0000013
449.403535     	shift          	Shift_l        	-0000192
449.819457     	.              	s8             	+0000008
449.884254     	.              	s8             	-0000008
450.323898     	right          	aRight         	+0000008
450.435929     	right          	aRight         	-0000008
450.835914     	shift          	Shift_l        	+0000193
450.964798     	:              	s4             	+0000034
451.028392     	:              	s4             	-0000034
451.123944     	shift          	Shift_l        	-0000193
451.267903     	enter          	Enter          	+0000003
451.332115     	enter          	Enter          	-0000003
451.491754     	tab            	Tab            	+0000003
451.587423     	tab            	Tab            	-0000003
452.723870     	s              	S              	+0000022
452.820878     	s              	S              	-0000022
452.827897     	e              	E              	+0000027
452.915826     	e              	E              	-0000027
453.028112     	l              	L              	+0000032
453.107929     	l              	L              	-0000032
453.283878     	f              	F              	+0000020
453.332074     	f              	F              	-0000020
455.763875     	,              	s7             	+0000019
455.828391     	,              	s7             	-0000019
456.675871     	backspace      	BckSpc         	+0000049
456.787904     	backspace      	BckSpc         	-0000049
457.932094     	,              	s7             	+0000020
457.995890     	,              	s7             	-0000020
458.683885     	backspace      	BckSpc         	+0000050
458.747872     	backspace      	BckSpc         	-0000050
459.787908     	.              	s8             	+0000009
459.851902     	.              	s8             	-0000009
461.068242     	shift          	Shift_l        	+0000194
461.243880     	_              	s0             	+0000014
461.340035     	_              	s0             	-0000014
461.739981     	K              	K              	+0000007
461.819979     	K              	K              	-0000007
461.963877     	shift          	Shift_l        	-0000194
464.275755     	[              	s2             	+0000020
464.339970     	[              	s2             	-0000020
464.699938     	'              	s5             	+0000064
464.763893     	'              	s5             	-0000064
465.148124     	shift          	Shift_l        	+0000195
465.307729     	Y              	Y              	+0000009
465.403442     	Y              	Y              	-0000009
465.451345     	shift          	Shift_l        	-0000195
467.027542     	'              	s5             	+0000065
467.107329     	'              	s5             	-0000065
467.475913     	]              	s3             	+0000021
467.555915     	]              	s3             	-0000021
468.875901     	space          	Space          	+0000028
468.955910     	space          	Space          	-0000028
469.395911     	-              	s0             	+0000015
469.443879     	-              	s0             	-0000015
470.068099     	backspace      	BckSpc         	+0000051
470.116070     	backspace      	BckSpc         	-0000051
470.651664     	shift          	Shift_l        	+0000196
471.003896     	shift          	Shift_l        	-0000196
471.164080     	=              	s1             	+0000005
471.259968     	=              	s1             	-0000005
473.059645     	space          	Space          	+0000029
473.139970     	space          	Space          	-0000029
473.219982     	shift          	Shift_l        	+0000197
473.397332     	{              	s2             	+0000021
473.459969     	{              	s2             	-0000021
473.507713     	shift          	Shift_l        	-0000197
474.379985     	'              	s5             	+0000066
474.459972     	'              	s5             	-0000066
474.715921     	s              	S              	+0000023
474.811918     	s              	S              	-0000023
475.035892     	y              	Y              	+0000010
475.083759     	y              	Y              	-0000010
475.164111     	m              	M              	+0000003
475.243893     	m              	M              	-0000003
475.307920     	b              	B              	+0000003
475.355922     	b              	B              	-0000003
475.435876     	o              	O              	+0000022
475.516067     	o              	O              	-0000022
475.867921     	l              	L              	+0000033
475.996476     	l              	L              	-0000033
476.252107     	'              	s5             	+0000067
476.331627     	'              	s5             	-0000067
476.707914     	shift          	Shift_l        	+0000198
476.947905     	:              	s4             	+0000035
477.043886     	:              	s4             	-0000035
477.107912     	shift          	Shift_l        	-0000198
478.924741     	[              	s2             	+0000022
478.987924     	[              	s2             	-0000022
479.459935     	'              	s5             	+0000068
479.523885     	'              	s5             	-0000068
479.940262     	y              	Y              	+0000011
479.987914     	y              	Y              	-0000011
481.027419     	'              	s5             	+0000069
481.107910     	'              	s5             	-0000069
